Año,Departamento de residencia,Causa de muerte,Total,Hombres,Mujeres
2012,Retalhuleu,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",66,27,39
2012,Retalhuleu,Exposición a factores no especificados,56,45,11
2012,Retalhuleu,Insuficiencia renal no especificada,49,38,11
2012,Retalhuleu,"Agresión con disparo de otras armas de fuego, y las no especificadas",47,45,2
2012,Retalhuleu,Diarrea y gastroenteritis de presunto origen infeccioso,40,21,19
2012,Retalhuleu,Tumor maligno del hígado y de las vías biliares intrahepáticas,40,20,20
2012,Retalhuleu,Secuelas de otros efectos y los no especificados de causas externas,37,30,7
2012,Retalhuleu,Tumor maligno del estómago,27,12,15
2012,Retalhuleu,Otras anemias,26,13,13
2012,Retalhuleu,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",55,31,24
2012,Retalhuleu,Otras causas,686,376,310
2012,San Marcos,"Neumonía, organismo no especificado",758,413,345
2012,San Marcos,Infarto agudo del miocardio,306,190,116
2012,San Marcos,Diarrea y gastroenteritis de presunto origen infeccioso,260,149,111
2012,San Marcos,Insuficiencia cardíaca,170,86,84
2012,San Marcos,"Diabetes mellitus, no especificada",163,62,101
2012,San Marcos,"Desnutrición proteicocalórica, no especificada",148,74,74
2012,San Marcos,Exposición a factores no especificados,144,114,30
2012,San Marcos,Fibrosis y cirrosis del hígado,132,84,48
2012,San Marcos,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",131,70,61
2012,San Marcos,"Agresión con disparo de otras armas de fuego, y las no especificadas",111,98,13
2012,San Marcos,Tumor maligno del hígado y de las vías biliares intrahepáticas,92,43,49
2012,San Marcos,Tumor maligno del estómago,91,43,48
2012,San Marcos,Úlcera gástrica,89,54,35
2012,San Marcos,Insuficiencia renal no especificada,74,40,34
2012,San Marcos,Insuficiencia renal crónica,69,40,29
2012,San Marcos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",336,175,161
2012,San Marcos,Otras causas,"1,772","1,021",751
2012,Huehuetenango,"Neumonía, organismo no especificado",715,398,317
2012,Huehuetenango,Diarrea y gastroenteritis de presunto origen infeccioso,249,136,113
2012,Huehuetenango,Infarto agudo del miocardio,214,115,99
2012,Huehuetenango,"Diabetes mellitus, no especificada",156,74,82
2012,Huehuetenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",131,59,72
2012,Huehuetenango,Exposición a factores no especificados,123,95,28
2012,Huehuetenango,Tumor maligno del estómago,110,51,59
2012,Huehuetenango,Secuelas de otros efectos y los no especificados de causas externas,90,78,12
2012,Huehuetenango,"Envenenamiento accidental por, y exposición al alcohol",89,85,4
2012,Huehuetenango,Insuficiencia cardíaca,84,40,44
2012,Huehuetenango,Fibrosis y cirrosis del hígado,81,56,25
2012,Huehuetenango,Insuficiencia renal no especificada,77,38,39
2012,Huehuetenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,68,32,36
2012,Huehuetenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",68,60,8
2012,Huehuetenango,Úlcera gástrica,63,36,27
2012,Huehuetenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",231,113,118
2012,Huehuetenango,Otras causas,"1,609",856,753
2012,Quiche,"Neumonía, organismo no especificado",610,291,319
2012,Quiche,Diarrea y gastroenteritis de presunto origen infeccioso,327,146,181
2012,Quiche,Exposición a factores no especificados,140,107,33
2012,Quiche,Infarto agudo del miocardio,134,79,55
2012,Quiche,"Diabetes mellitus, no especificada",98,42,56
2012,Quiche,Insuficiencia cardíaca,93,49,44
2012,Quiche,"Envenenamiento accidental por, y exposición al alcohol",91,82,9
2012,Quiche,Fibrosis y cirrosis del hígado,75,51,24
2012,Quiche,"Desnutrición proteicocalórica, no especificada",73,35,38
2012,Quiche,Otras septicemias,64,40,24
2012,Quiche,Tumor maligno del estómago,64,29,35
2012,Quiche,Enfermedad alcohólica del hígado,50,39,11
2012,Quiche,"Agresión con disparo de otras armas de fuego, y las no especificadas",50,43,7
2012,Quiche,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",48,15,33
2012,Quiche,Insuficiencia renal crónica,48,24,24
2012,Quiche,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",362,182,180
2012,Quiche,Otras causas,"1,585",869,716
2012,Baja Verapaz,"Neumonía, organismo no especificado",179,93,86
2012,Baja Verapaz,Infarto agudo del miocardio,131,64,67
2012,Baja Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",92,33,59
2012,Baja Verapaz,"Diabetes mellitus, no especificada",60,25,35
2012,Baja Verapaz,Tumor maligno del estómago,41,21,20
2012,Baja Verapaz,Exposición a factores no especificados,37,29,8
2012,Baja Verapaz,"Agresión con disparo de otras armas de fuego, y las no especificadas",34,32,2
2012,Baja Verapaz,Diarrea y gastroenteritis de presunto origen infeccioso,32,17,15
2012,Baja Verapaz,Fibrosis y cirrosis del hígado,30,15,15
2012,Baja Verapaz,Insuficiencia cardíaca,29,6,23
2012,Baja Verapaz,Secuelas de otros efectos y los no especificados de causas externas,28,23,5
2012,Baja Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,27,14,13
2012,Baja Verapaz,"Desnutrición proteicocalórica, no especificada",27,11,16
2012,Baja Verapaz,Otras enfermedades cerebrovasculares,22,12,10
2012,Baja Verapaz,Otras septicemias,18,11,7
2012,Baja Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",48,25,23
2012,Baja Verapaz,Otras causas,476,286,190
2012,Alta Verapaz,"Neumonía, organismo no especificado",739,361,378
2012,Alta Verapaz,Diarrea y gastroenteritis de presunto origen infeccioso,361,182,179
2012,Alta Verapaz,Infarto agudo del miocardio,283,136,147
2012,Alta Verapaz,"Desnutrición proteicocalórica, no especificada",220,100,120
2012,Alta Verapaz,"Diabetes mellitus, no especificada",134,40,94
2012,Alta Verapaz,Exposición a factores no especificados,128,108,20
2012,Alta Verapaz,Fibrosis y cirrosis del hígado,118,61,57
2012,Alta Verapaz,Tumor maligno del estómago,91,42,49
2012,Alta Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,90,38,52
2012,Alta Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",81,34,47
2012,Alta Verapaz,Úlcera gástrica,78,40,38
2012,Alta Verapaz,Síndromes de aspiración neonatal,75,44,31
2012,Alta Verapaz,Otras anemias,70,26,44
2012,Alta Verapaz,Dificultad respiratoria del recién nacido,69,46,23
2012,Alta Verapaz,Insuficiencia cardíaca,65,34,31
2012,Alta Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",111,49,62
2012,Alta Verapaz,Otras causas,"1,768",954,814
2012,Peten,"Agresión con disparo de otras armas de fuego, y las no especificadas",178,170,8
2012,Peten,"Neumonía, organismo no especificado",103,61,42
2012,Peten,Infarto agudo del miocardio,85,45,40
2012,Peten,"Diabetes mellitus, no especificada",83,25,58
2012,Peten,Exposición a factores no especificados,71,52,19
2012,Peten,Secuelas de otros efectos y los no especificados de causas externas,52,49,3
2012,Peten,Diarrea y gastroenteritis de presunto origen infeccioso,44,23,21
2012,Peten,"Disparo de otras armas de fuego, y las no especificadas",39,38,1
2012,Peten,Tumor maligno de sitios no especificados,37,17,20
2012,Peten,Agresión con objeto cortante,31,24,7
2012,Peten,Tumor maligno del hígado y de las vías biliares intrahepáticas,29,19,10
2012,Peten,Fibrosis y cirrosis del hígado,28,17,11
2012,Peten,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",27,14,13
2012,Peten,Diabetes mellitus no insulinodependiente,25,8,17
2012,Peten,Tumor maligno del estómago,24,12,12
2012,Peten,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",213,113,100
2012,Peten,Otras causas,703,399,304
2012,Izabal,Infarto agudo del miocardio,175,100,75
2012,Izabal,"Agresión con disparo de otras armas de fuego, y las no especificadas",114,105,9
2012,Izabal,"Diabetes mellitus, no especificada",108,41,67
2012,Izabal,"Neumonía, organismo no especificado",89,47,42
2012,Izabal,"Disparo de otras armas de fuego, y las no especificadas",82,69,13
2012,Izabal,Exposición a factores no especificados,67,55,12
2012,Izabal,Diarrea y gastroenteritis de presunto origen infeccioso,61,29,32
2012,Izabal,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",52,28,24
2012,Izabal,Secuelas de otros efectos y los no especificados de causas externas,52,43,9
2012,Izabal,Fibrosis y cirrosis del hígado,49,24,25
2012,Izabal,Insuficiencia renal no especificada,49,24,25
2012,Izabal,Tumor maligno del estómago,43,22,21
2012,Izabal,Insuficiencia cardíaca,31,13,18
2012,Izabal,Tumor maligno del hígado y de las vías biliares intrahepáticas,30,9,21
2012,Izabal,"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación",25,16,9
2012,Izabal,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",157,85,72
2012,Izabal,Otras causas,680,358,322
2012,Zacapa,Infarto agudo del miocardio,185,91,94
2012,Zacapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",121,108,13
2012,Zacapa,"Diabetes mellitus, no especificada",94,34,60
2012,Zacapa,"Neumonía, organismo no especificado",73,43,30
2012,Zacapa,Exposición a factores no especificados,64,49,15
2012,Zacapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",53,24,29
2012,Zacapa,Tumor maligno del estómago,44,20,24
2012,Zacapa,Secuelas de otros efectos y los no especificados de causas externas,44,37,7
2012,Zacapa,Insuficiencia cardíaca,43,23,20
2012,Zacapa,Diabetes mellitus no insulinodependiente,38,18,20
2012,Zacapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,30,13,17
2012,Zacapa,Otras enfermedades cerebrovasculares,27,10,17
2012,Zacapa,Insuficiencia renal crónica,23,11,12
2012,Zacapa,Fibrosis y cirrosis del hígado,22,17,5
2012,Zacapa,Enfermedad cardíaca hipertensiva,19,9,10
2012,Zacapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",32,23,9
2012,Zacapa,Otras causas,556,322,234
2012,Chiquimula,Infarto agudo del miocardio,222,123,99
2012,Chiquimula,"Disparo de otras armas de fuego, y las no especificadas",215,191,24
2012,Chiquimula,"Neumonía, organismo no especificado",189,105,84
2012,Chiquimula,Insuficiencia cardíaca,113,58,55
2012,Chiquimula,"Diabetes mellitus, no especificada",97,27,70
2012,Chiquimula,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",84,51,33
2012,Chiquimula,Exposición a factores no especificados,77,66,11
2012,Chiquimula,Tumor maligno del estómago,55,30,25
2012,Chiquimula,Diarrea y gastroenteritis de presunto origen infeccioso,54,31,23
2012,Chiquimula,"Contacto traumático con cuchillo, espada, daga o puñal",47,43,4
2012,Chiquimula,"Agresión con disparo de otras armas de fuego, y las no especificadas",45,42,3
2012,Chiquimula,Fibrosis y cirrosis del hígado,35,20,15
2012,Chiquimula,Úlcera gástrica,33,17,16
2012,Chiquimula,Otras septicemias,25,12,13
2012,Chiquimula,Secuelas de otros efectos y los no especificados de causas externas,25,10,15
2012,Chiquimula,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",75,36,39
2012,Chiquimula,Otras causas,725,397,328
2012,Jalapa,Infarto agudo del miocardio,170,93,77
2012,Jalapa,"Neumonía, organismo no especificado",145,72,73
2012,Jalapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",114,106,8
2012,Jalapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",97,43,54
2012,Jalapa,"Diabetes mellitus, no especificada",76,36,40
2012,Jalapa,Tumor maligno del estómago,65,28,37
2012,Jalapa,Diarrea y gastroenteritis de presunto origen infeccioso,56,37,19
2012,Jalapa,Exposición a factores no especificados,46,35,11
2012,Jalapa,Insuficiencia cardíaca,38,22,16
2012,Jalapa,Agresión con objeto cortante,37,33,4
2012,Jalapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,35,19,16
2012,Jalapa,Fibrosis y cirrosis del hígado,34,22,12
2012,Jalapa,Otras enfermedades pulmonares obstructivas crónicas,33,15,18
2012,Jalapa,"Disparo de otras armas de fuego, y las no especificadas",32,28,4
2012,Jalapa,Insuficiencia renal crónica,24,12,12
2012,Jalapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",124,62,62
2012,Jalapa,Otras causas,573,307,266
2012,Jutiapa,Infarto agudo del miocardio,341,199,142
2012,Jutiapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",215,198,17
2012,Jutiapa,"Neumonía, organismo no especificado",133,80,53
2012,Jutiapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",132,65,67
2012,Jutiapa,"Diabetes mellitus, no especificada",131,57,74
2012,Jutiapa,Tumor maligno del estómago,96,46,50
2012,Jutiapa,Secuelas de otros efectos y los no especificados de causas externas,81,67,14
2012,Jutiapa,Insuficiencia cardíaca,74,38,36
2012,Jutiapa,Otras enfermedades cerebrovasculares,73,41,32
2012,Jutiapa,Exposición a factores no especificados,61,51,10
2012,Jutiapa,Diabetes mellitus no insulinodependiente,55,26,29
2012,Jutiapa,Insuficiencia renal crónica,55,28,27
2012,Jutiapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,53,22,31
2012,Jutiapa,Tumor maligno de la próstata,41,41,-
2012,Jutiapa,Diarrea y gastroenteritis de presunto origen infeccioso,39,21,18
2012,Jutiapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",58,30,28
2012,Jutiapa,Otras causas,965,504,461
2013,Guatemala,"Diabetes mellitus, no especificada","1,212",506,706
2013,Guatemala,Infarto agudo del miocardio,"1,138",572,566
2013,Guatemala,"Agresión con disparo de otras armas de fuego, y las no especificadas","1,086",938,148
2013,Guatemala,Exposición a factores no especificados,835,650,185
2013,Guatemala,"Neumonía, organismo no especificado",718,360,358
2013,Guatemala,Fibrosis y cirrosis del hígado,633,415,218
2013,Guatemala,Diabetes mellitus no insulinodependiente,491,236,255
2013,Guatemala,Insuficiencia renal crónica,417,198,219
2013,Guatemala,"Desnutrición proteicocalórica, no especificada",403,194,209
2013,Guatemala,Tumor maligno del hígado y de las vías biliares intrahepáticas,335,165,170
2013,Guatemala,Insuficiencia cardíaca,294,140,154
2013,Guatemala,Tumor maligno del estómago,292,124,168
2013,Guatemala,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",276,122,154
2013,Guatemala,Enfermedad alcohólica del hígado,244,214,30
2013,Guatemala,"Disparo de otras armas de fuego, y las no especificadas",240,207,33
2013,Guatemala,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","1,07",476,594
2013,Guatemala,Otras causas,"8,168","4,291","3,877"
2013,El Progreso,Infarto agudo del miocardio,162,105,57
2013,El Progreso,"Diabetes mellitus, no especificada",54,22,32
2013,El Progreso,"Neumonía, organismo no especificado",53,27,26
2013,El Progreso,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",49,22,27
2013,El Progreso,"Agresión con disparo de otras armas de fuego, y las no especificadas",49,45,4
2013,El Progreso,Tumor maligno del estómago,33,10,23
2013,El Progreso,Exposición a factores no especificados,33,24,9
