Año,Edad,Causa de muerte,Total,Hombres,Mujeres
2012,7 - 27 días,Otras malformaciones congénitas del corazón,64,27,37
2012,7 - 27 días,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",57,36,21
2012,7 - 27 días,"Otras malformaciones congénitas, no clasificadas en otra parte",57,35,22
2012,7 - 27 días,Enterocolitis necrotizante del feto y del recién nacido,54,33,21
2012,7 - 27 días,Coagulación intravascular diseminada en el feto y el recién nacido,38,22,16
2012,7 - 27 días,Trastornos cardiovasculares originados en el período perinatal,26,20,6
2012,7 - 27 días,Otras afecciones originadas en el período perinatal,26,11,15
2012,7 - 27 días,Hemorragia intracraneal no traumática del feto y del recién nacido,23,12,11
2012,7 - 27 días,"Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",23,11,12
2012,7 - 27 días,"Neumonía, organismo no especificado",21,9,12
2012,7 - 27 días,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",58,36,22
2012,7 - 27 días,Otras causas,330,176,154
2012,28 días a menos de 1 año,"Neumonía, organismo no especificado",1318,742,576
2012,28 días a menos de 1 año,Diarrea y gastroenteritis de presunto origen infeccioso,430,246,184
2012,28 días a menos de 1 año,Otras septicemias,170,100,70
2012,28 días a menos de 1 año,Otras malformaciones congénitas del corazón,167,90,77
2012,28 días a menos de 1 año,"Desnutrición proteicocalórica, no especificada",98,49,49
2012,28 días a menos de 1 año,Sepsis bacteriana del recién nacido,75,45,30
2012,28 días a menos de 1 año,"Otras malformaciones congénitas, no clasificadas en otra parte",65,36,29
2012,28 días a menos de 1 año,Neumonía congénita,53,30,23
2012,28 días a menos de 1 año,Obstrucción no especificada de la respiración,53,27,26
2012,28 días a menos de 1 año,Dificultad respiratoria del recién nacido,45,29,16
2012,28 días a menos de 1 año,Insuficiencia cardíaca,38,21,17
2012,28 días a menos de 1 año,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",37,21,16
2012,28 días a menos de 1 año,Síndromes de aspiración neonatal,36,20,16
2012,28 días a menos de 1 año,"Neumonía bacteriana, no clasificada en otra parte",34,19,15
2012,28 días a menos de 1 año,"Desnutrición proteicocalórica severa, no especificada",32,13,19
2012,28 días a menos de 1 año,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",282,153,129
2012,28 días a menos de 1 año,Otras causas,1043,559,484
2012,1 año,"Neumonía, organismo no especificado",429,221,208
2012,1 año,Diarrea y gastroenteritis de presunto origen infeccioso,362,185,177
2012,1 año,"Desnutrición proteicocalórica, no especificada",58,28,30
2012,1 año,Otras septicemias,37,14,23
2012,1 año,Otras malformaciones congénitas del corazón,26,13,13
2012,1 año,Exposición a factores no especificados,26,17,9
2012,1 año,"Desnutrición proteicocalórica severa, no especificada",20,11,9
2012,1 año,Depleción del volumen,17,8,9
2012,1 año,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",15,8,7
2012,1 año,"Neumonía bacteriana, no clasificada en otra parte",14,6,8
2012,1 año,Ahogamiento y sumersión no especificados,14,9,5
2012,1 año,"Parasitosis intestinal, sin otra especificación",12,5,7
2012,1 año,Epilepsia,12,6,6
2012,1 año,Hidrocéfalo,12,7,5
2012,1 año,Obstrucción no especificada de la respiración,11,6,5
2012,1 año,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",106,49,57
2012,1 año,Otras causas,266,136,130
2012,2 años,"Neumonía, organismo no especificado",135,61,74
2012,2 años,Diarrea y gastroenteritis de presunto origen infeccioso,116,62,54
2012,2 años,"Desnutrición proteicocalórica, no especificada",19,7,12
2012,2 años,Otras septicemias,17,11,6
2012,2 años,Exposición a factores no especificados,15,9,6
2012,2 años,"Desnutrición proteicocalórica severa, no especificada",9,4,5
2012,2 años,"Exposición a humos, fuegos o llamas no especificados",9,5,4
2012,2 años,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",8,6,2
2012,2 años,Depleción del volumen,7,3,4
2012,2 años,Ileo paralítico y obstrucción intestinal sin hernia,6,3,3
2012,2 años,Otras malformaciones congénitas del corazón,6,4,2
2012,2 años,Obstrucción no especificada de la respiración,6,1,5
2012,2 años,Ascariasis,5,1,4
2012,2 años,"Parasitosis intestinal, sin otra especificación",5,2,3
2012,2 años,"Neumonía bacteriana, no clasificada en otra parte",5,1,4
2012,2 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",37,22,15
2012,2 años,Otras causas,135,74,61
2012,3 años,"Neumonía, organismo no especificado",60,38,22
2012,3 años,Diarrea y gastroenteritis de presunto origen infeccioso,46,23,23
2012,3 años,Exposición a factores no especificados,21,11,10
2012,3 años,Otras septicemias,11,7,4
2012,3 años,"Desnutrición proteicocalórica, no especificada",9,3,6
2012,3 años,Ileo paralítico y obstrucción intestinal sin hernia,7,5,2
2012,3 años,Epilepsia,6,3,3
2012,3 años,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",5,2,3
2012,3 años,Ahogamiento y sumersión no especificados,5,3,2
2012,3 años,Varicela,4,2,2
2012,3 años,Tumor maligno del ojo y sus anexos,4,2,2
2012,3 años,"Neumonía bacteriana, no clasificada en otra parte",4,1,3
2012,3 años,Asma,4,3,1
2012,3 años,Síndrome de Down,4,2,2
2012,3 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",20,9,11
2012,3 años,Otras causas,80,52,28
2012,4 años,Diarrea y gastroenteritis de presunto origen infeccioso,37,18,19
2012,4 años,"Neumonía, organismo no especificado",34,15,19
2012,4 años,Exposición a factores no especificados,10,4,6
2012,4 años,"Desnutrición proteicocalórica, no especificada",8,6,2
2012,4 años,Epilepsia,7,6,1
2012,4 años,Secuelas de otros efectos y los no especificados de causas externas,5,2,3
2012,4 años,Leucemia linfoide,4,1,3
2012,4 años,Leucemia de células de tipo no especificado,4,1,3
2012,4 años,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",4,3,1
2012,4 años,Ahogamiento y sumersión no especificados,4,3,1
2012,4 años,Otras septicemias,3,2,1
2012,4 años,"Parasitosis intestinal, sin otra especificación",3,2,1
2012,4 años,Tumor maligno del ojo y sus anexos,3,2,1
2012,4 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",8,4,4
2012,4 años,Otras causas,68,37,31
2012,5 - 9 años,"Neumonía, organismo no especificado",117,59,58
2012,5 - 9 años,Diarrea y gastroenteritis de presunto origen infeccioso,79,48,31
2012,5 - 9 años,Exposición a factores no especificados,61,44,17
2012,5 - 9 años,Secuelas de otros efectos y los no especificados de causas externas,29,16,13
2012,5 - 9 años,Ahogamiento y sumersión no especificados,22,15,7
2012,5 - 9 años,Epilepsia,16,9,7
2012,5 - 9 años,Otras septicemias,14,8,6
2012,5 - 9 años,Leucemia linfoide,12,6,6
2012,5 - 9 años,Tumor maligno del encéfalo,11,8,3
2012,5 - 9 años,"Desnutrición proteicocalórica severa, no especificada",10,3,7
2012,5 - 9 años,Ileo paralítico y obstrucción intestinal sin hernia,10,8,2
2012,5 - 9 años,Insuficiencia renal no especificada,10,4,6
2012,5 - 9 años,Leucemia de células de tipo no especificado,9,4,5
2012,5 - 9 años,Parálisis cerebral,9,6,3
2012,5 - 9 años,Insuficiencia renal crónica,9,3,6
2012,5 - 9 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",49,24,25
2012,5 - 9 años,Otras causas,255,120,135
2012,10 - 14 años,"Neumonía, organismo no especificado",70,45,25
2012,10 - 14 años,Exposición a factores no especificados,64,45,19
2012,10 - 14 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",58,47,11
2012,10 - 14 años,Diarrea y gastroenteritis de presunto origen infeccioso,39,21,18
2012,10 - 14 años,Secuelas de otros efectos y los no especificados de causas externas,37,28,9
2012,10 - 14 años,"Disparo de otras armas de fuego, y las no especificadas",26,20,6
2012,10 - 14 años,Ahogamiento y sumersión no especificados,22,15,7
2012,10 - 14 años,Otros estrangulamientos y ahorcamientos accidentales,21,9,12
2012,10 - 14 años,Epilepsia,20,8,12
2012,10 - 14 años,"Desnutrición proteicocalórica, no especificada",18,6,12
2012,10 - 14 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",17,11,6
2012,10 - 14 años,Leucemia linfoide,14,10,4
2012,10 - 14 años,Leucemia de células de tipo no especificado,14,7,7
2012,10 - 14 años,Insuficiencia renal crónica,14,6,8
2012,10 - 14 años,Otras septicemias,11,7,4
2012,10 - 14 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",50,26,24
2012,10 - 14 años,Otras causas,349,185,164
2012,15 - 19 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",446,392,54
2012,15 - 19 años,Exposición a factores no especificados,196,167,29
2012,15 - 19 años,"Disparo de otras armas de fuego, y las no especificadas",191,166,25
2012,15 - 19 años,Secuelas de otros efectos y los no especificados de causas externas,89,77,12
2012,15 - 19 años,"Neumonía, organismo no especificado",57,32,25
2012,15 - 19 años,Diarrea y gastroenteritis de presunto origen infeccioso,50,31,19
2012,15 - 19 años,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados",49,22,27
2012,15 - 19 años,Otros estrangulamientos y ahorcamientos accidentales,47,35,12
2012,15 - 19 años,Ahogamiento y sumersión no especificados,45,43,2
2012,15 - 19 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",43,24,19
2012,15 - 19 años,"Envenenamiento accidental por, y exposición a plaguicidas",30,11,19
2012,15 - 19 años,Infarto agudo del miocardio,27,13,14
2012,15 - 19 años,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas",27,17,10
2012,15 - 19 años,Insuficiencia renal crónica,25,11,14
2012,15 - 19 años,Epilepsia,24,10,14
2012,15 - 19 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",105,56,49
2012,15 - 19 años,Otras causas,668,364,304
2012,20 - 24 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",581,525,56
2012,20 - 24 años,Exposición a factores no especificados,289,255,34
2012,20 - 24 años,"Disparo de otras armas de fuego, y las no especificadas",253,228,25
2012,20 - 24 años,Secuelas de otros efectos y los no especificados de causas externas,136,123,13
2012,20 - 24 años,"Neumonía, organismo no especificado",79,43,36
2012,20 - 24 años,Otros estrangulamientos y ahorcamientos accidentales,59,52,7
2012,20 - 24 años,Agresión con objeto cortante,58,50,8
2012,20 - 24 años,Ahogamiento y sumersión no especificados,47,45,2
2012,20 - 24 años,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados",47,27,20
2012,20 - 24 años,Infarto agudo del miocardio,37,23,14
2012,20 - 24 años,Diarrea y gastroenteritis de presunto origen infeccioso,33,7,26
2012,20 - 24 años,Epilepsia,32,20,12
2012,20 - 24 años,"Envenenamiento accidental por, y exposición a plaguicidas",32,21,11
2012,20 - 24 años,Obstrucción no especificada de la respiración,31,23,8
2012,20 - 24 años,"Envenenamiento accidental por, y exposición al alcohol",30,29,1
2012,20 - 24 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",106,62,44
2012,20 - 24 años,Otras causas,850,464,386
2012,25 - 29 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",526,487,39
2012,25 - 29 años,Exposición a factores no especificados,255,224,31
2012,25 - 29 años,"Disparo de otras armas de fuego, y las no especificadas",218,203,15
2012,25 - 29 años,"Neumonía, organismo no especificado",108,76,32
2012,25 - 29 años,Secuelas de otros efectos y los no especificados de causas externas,103,91,12
2012,25 - 29 años,Infarto agudo del miocardio,60,27,33
2012,25 - 29 años,Fibrosis y cirrosis del hígado,58,47,11
2012,25 - 29 años,"Envenenamiento accidental por, y exposición al alcohol",56,51,5
2012,25 - 29 años,Enfermedad alcohólica del hígado,49,44,5
2012,25 - 29 años,Otros estrangulamientos y ahorcamientos accidentales,45,34,11
2012,25 - 29 años,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados",44,34,10
2012,25 - 29 años,Diarrea y gastroenteritis de presunto origen infeccioso,42,25,17
2012,25 - 29 años,Agresión con objeto cortante,37,31,6
2012,25 - 29 años,"Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante en enfermedades infecciosas y parasitarias",34,17,17
2012,25 - 29 años,"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación",33,23,10
2012,25 - 29 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",97,58,39
2012,25 - 29 años,Otras causas,923,495,428
2012,30 - 34 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",396,357,39
2012,30 - 34 años,Exposición a factores no especificados,282,249,33
2012,30 - 34 años,"Disparo de otras armas de fuego, y las no especificadas",186,169,17
2012,30 - 34 años,Secuelas de otros efectos y los no especificados de causas externas,109,97,12
2012,30 - 34 años,Fibrosis y cirrosis del hígado,90,78,12
2012,30 - 34 años,"Neumonía, organismo no especificado",88,59,29
2012,30 - 34 años,Infarto agudo del miocardio,69,51,18
2012,30 - 34 años,"Envenenamiento accidental por, y exposición al alcohol",69,61,8
2012,30 - 34 años,"Diabetes mellitus, no especificada",48,26,22
2012,30 - 34 años,Enfermedad alcohólica del hígado,48,41,7
2012,30 - 34 años,Agresión con objeto cortante,47,40,7
2012,30 - 34 años,"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación",45,29,16
2012,30 - 34 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,41,37,4
2012,30 - 34 años,"Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante en enfermedades infecciosas y parasitarias",36,23,13
2012,30 - 34 años,Diarrea y gastroenteritis de presunto origen infeccioso,35,20,15
2012,30 - 34 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",110,70,40
2012,30 - 34 años,Otras causas,1038,564,474
2012,35 - 39 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",369,339,30
2012,35 - 39 años,Exposición a factores no especificados,203,173,30
2012,35 - 39 años,"Disparo de otras armas de fuego, y las no especificadas",131,116,15
2012,35 - 39 años,Fibrosis y cirrosis del hígado,112,93,19
2012,35 - 39 años,"Envenenamiento accidental por, y exposición al alcohol",96,90,6
2012,35 - 39 años,Infarto agudo del miocardio,91,55,36
2012,35 - 39 años,"Neumonía, organismo no especificado",91,65,26
2012,35 - 39 años,Enfermedad alcohólica del hígado,85,75,10
2012,35 - 39 años,Secuelas de otros efectos y los no especificados de causas externas,84,68,16
2012,35 - 39 años,"Diabetes mellitus, no especificada",80,40,40
2012,35 - 39 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,45,39,6
