Año,Tipo,Departamento_residencia,Todas las causas,Total,Hombres,Mujeres,Ignorado
2012,Externos,San Marcos,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",315,150,164,1
2012,Externos,San Marcos,"Neumonía, organismo no especificado",300,155,145,
2012,Externos,San Marcos,Gastritis y duodenitis,288,132,155,1
2012,Externos,San Marcos,Otros trastornos de la conjuntiva,281,148,132,1
2012,Externos,San Marcos,Atención para la anticoncepción,280,6,274,
2012,Externos,San Marcos,Glaucoma,277,146,131,
2012,Externos,San Marcos,Dorsalgia,235,137,98,
2012,Externos,San Marcos,Otras anemias,214,88,126,
2012,Externos,San Marcos,Hernia inguinal,213,126,87,
2012,Externos,San Marcos,Bronquitis aguda,209,106,103,
2012,Externos,San Marcos,Influenza debida a virus no identificado,201,114,87,
2012,Externos,San Marcos,Fiebre del dengue [dengue clásico],197,111,86,
2012,Externos,San Marcos,Trastornos de la acomodación y de la refracción,197,88,108,1
2012,Externos,San Marcos,Caries dental,175,115,60,
2012,Externos,San Marcos,Otros trastornos de ansiedad,173,60,113,
2012,Externos,San Marcos,Síndrome del colon irritable,162,54,108,
2012,Externos,San Marcos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1643,612,1026,5
2012,Externos,San Marcos,Otras causas,10198,4214,5967,17
2012,Externos,Huehuetenango,Otras afecciones inflamatorias de la vagina y de la vulva,1787,,1787,
2012,Externos,Huehuetenango,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,1475,44,1431,
2012,Externos,Huehuetenango,Supervisión de embarazo normal,1032,,1032,
2012,Externos,Huehuetenango,Otros trastornos del sistema urinario,476,83,393,
2012,Externos,Huehuetenango,Diarrea y gastroenteritis de presunto origen infeccioso,249,135,114,
2012,Externos,Huehuetenango,Disfunción ovárica,229,,229,
2012,Externos,Huehuetenango,Candidiasis,218,2,216,
2012,Externos,Huehuetenango,Otras enfermedades del estómago y del duodeno,186,92,94,
2012,Externos,Huehuetenango,"Tratornos no inflamatorios del ovario, de la trompa de Falopio y del ligamento ancho",164,,164,
2012,Externos,Huehuetenango,Gastritis y duodenitis,132,48,84,
2012,Externos,Huehuetenango,Atención para la anticoncepción,126,1,125,
2012,Externos,Huehuetenango,Amigdalitis aguda,119,61,58,
2012,Externos,Huehuetenango,Fiebres tifoidea y paratifoidea,115,40,75,
2012,Externos,Huehuetenango,"Neumonía, organismo no especificado",113,63,50,
2012,Externos,Huehuetenango,Otitis media supurativa y la no especificada,98,75,23,
2012,Externos,Huehuetenango,Hipertensión esencial (primaria),98,46,52,
2012,Externos,Huehuetenango,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",90,53,37,
2012,Externos,Huehuetenango,Síndrome del colon irritable,84,26,58,
2012,Externos,Huehuetenango,Otras cataratas,83,50,31,2
2012,Externos,Huehuetenango,Infertilidad femenina,82,,82,
2012,Externos,Huehuetenango,Trastornos de la acomodación y de la refracción,72,32,37,3
2012,Externos,Huehuetenango,"Estado de embarazo, incidental",69,,69,
2012,Externos,Huehuetenango,Traumatismo de regiones no especificadas del cuerpo,65,44,21,
2012,Externos,Huehuetenango,Examen general e investigación de personas sin quejas o sin diagnóstico informado,62,41,21,
2012,Externos,Huehuetenango,"Menstruación excesiva, frecuente e irregular",61,,61,
2012,Externos,Huehuetenango,"Diabetes mellitus, no especificada",58,24,34,
2012,Externos,Huehuetenango,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",55,32,23,
2012,Externos,Huehuetenango,Diabetes mellitus no insulinodependiente,52,26,26,
2012,Externos,Huehuetenango,Otras hemorragias uterinas o vaginales anormales,52,,52,
2012,Externos,Huehuetenango,Caries dental,46,33,13,
2012,Externos,Huehuetenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",756,234,522,
2012,Externos,Huehuetenango,Otras causas,2488,1126,1358,4
2012,Externos,Quiche,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,1410,312,1086,12
2012,Externos,Quiche,"Estado de embarazo, incidental",860,,860,
2012,Externos,Quiche,Otros trastornos del sistema urinario,652,148,501,3
2012,Externos,Quiche,Otras enfermedades del estómago y del duodeno,505,164,340,1
2012,Externos,Quiche,Amigdalitis aguda,427,191,236,
2012,Externos,Quiche,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",410,191,219,
2012,Externos,Quiche,Diarrea y gastroenteritis de presunto origen infeccioso,398,185,212,1
2012,Externos,Quiche,"Diabetes mellitus, no especificada",327,125,202,
2012,Externos,Quiche,Hipertensión esencial (primaria),242,76,164,2
2012,Externos,Quiche,Gastritis y duodenitis,224,74,150,
2012,Externos,Quiche,"Parasitosis intestinal, sin otra especificación",214,120,92,2
2012,Externos,Quiche,Síndrome del colon irritable,203,55,146,2
2012,Externos,Quiche,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",193,76,117,
2012,Externos,Quiche,Otitis media supurativa y la no especificada,179,72,106,1
2012,Externos,Quiche,Dorsalgia,178,102,76,
2012,Externos,Quiche,"Neumonía, organismo no especificado",174,90,84,
2012,Externos,Quiche,Traumatismo de regiones no especificadas del cuerpo,172,95,75,2
2012,Externos,Quiche,Trastornos de la acomodación y de la refracción,100,44,56,
2012,Externos,Quiche,Amebiasis,99,47,52,
2012,Externos,Quiche,Acné,96,48,48,
2012,Externos,Quiche,Conjuntivitis,93,48,44,1
2012,Externos,Quiche,Bronquitis aguda,89,43,46,
2012,Externos,Quiche,Otras dermatitis,86,57,29,
2012,Externos,Quiche,Otras artritis,84,32,50,2
2012,Externos,Quiche,"Menstruación ausente, escasa o rara",84,,84,
2012,Externos,Quiche,Otras colitis y gastroenteritis no infecciosas,81,31,50,
2012,Externos,Quiche,"Bronquitis, no especificada como aguda o crónica",74,39,35,
2012,Externos,Quiche,Otros trastornos de la conjuntiva,70,28,41,1
2012,Externos,Quiche,Rinofaringitis aguda [resfriado común],69,51,18,
2012,Externos,Quiche,"Efectos adversos, no clasificados en otra parte",69,24,44,1
2012,Externos,Quiche,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1621,538,1081,2
2012,Externos,Quiche,Otras causas,4862,2083,2769,10
2012,Externos,Baja Verapaz,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,186,59,126,1
2012,Externos,Baja Verapaz,Caries dental,183,117,66,
2012,Externos,Baja Verapaz,Otros trastornos del sistema urinario,181,46,135,
2012,Externos,Baja Verapaz,Otras enfermedades del estómago y del duodeno,140,69,71,
2012,Externos,Baja Verapaz,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",129,81,48,
2012,Externos,Baja Verapaz,Diarrea y gastroenteritis de presunto origen infeccioso,105,68,35,2
2012,Externos,Baja Verapaz,"Estado de embarazo, incidental",101,,101,
2012,Externos,Baja Verapaz,Acné,90,38,52,
2012,Externos,Baja Verapaz,Hipertensión esencial (primaria),88,33,55,
2012,Externos,Baja Verapaz,Otros trastornos de ansiedad,67,44,23,
2012,Externos,Baja Verapaz,Dorsalgia,59,37,22,
2012,Externos,Baja Verapaz,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",58,33,25,
2012,Externos,Baja Verapaz,"Diabetes mellitus, no especificada",53,14,39,
2012,Externos,Baja Verapaz,Conjuntivitis,52,28,23,1
2012,Externos,Baja Verapaz,Trastornos del metabolismo de las lipoproteínas y otras lipidemias,51,23,28,
2012,Externos,Baja Verapaz,"Neumonía, organismo no especificado",50,30,20,
2012,Externos,Baja Verapaz,Examen general e investigación de personas sin quejas o sin diagnóstico informado,49,26,23,
2012,Externos,Baja Verapaz,Gastritis y duodenitis,46,21,25,
2012,Externos,Baja Verapaz,Supervisión de embarazo normal,46,,46,
2012,Externos,Baja Verapaz,Dermatofitosis,43,21,22,
2012,Externos,Baja Verapaz,"Otros trastornos articulares, no clasificados en otra parte",41,18,23,
2012,Externos,Baja Verapaz,Traumatismo de regiones no especificadas del cuerpo,41,28,12,1
2012,Externos,Baja Verapaz,Amigdalitis aguda,40,29,11,
2012,Externos,Baja Verapaz,Verrugas víricas,39,20,19,
2012,Externos,Baja Verapaz,Trastornos de la acomodación y de la refracción,38,11,27,
2012,Externos,Baja Verapaz,Hernia inguinal,37,18,18,1
2012,Externos,Baja Verapaz,Vitíligo,36,10,26,
2012,Externos,Baja Verapaz,Otros trastornos de la pigmentación,36,2,34,
2012,Externos,Baja Verapaz,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",36,20,16,
2012,Externos,Baja Verapaz,Otitis media supurativa y la no especificada,34,22,12,
2012,Externos,Baja Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",244,117,127,
2012,Externos,Baja Verapaz,Otras causas,1971,987,981,3
2012,Externos,Alta Verapaz,Supervisión de embarazo normal,1249,,1249,
2012,Externos,Alta Verapaz,Trastornos de la acomodación y de la refracción,1119,483,634,2
2012,Externos,Alta Verapaz,Conjuntivitis,811,399,410,2
2012,Externos,Alta Verapaz,Atención para la anticoncepción,750,10,740,
2012,Externos,Alta Verapaz,Otros trastornos del sistema urinario,728,103,625,
2012,Externos,Alta Verapaz,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,553,77,475,1
2012,Externos,Alta Verapaz,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",468,159,309,
2012,Externos,Alta Verapaz,Diarrea y gastroenteritis de presunto origen infeccioso,364,202,161,1
2012,Externos,Alta Verapaz,Otros trastornos de la conjuntiva,351,169,181,1
2012,Externos,Alta Verapaz,"Estado de embarazo, incidental",304,,304,
2012,Externos,Alta Verapaz,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",294,162,132,
2012,Externos,Alta Verapaz,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",290,187,103,
2012,Externos,Alta Verapaz,Otras afecciones inflamatorias de la vagina y de la vulva,261,,261,
2012,Externos,Alta Verapaz,Trastornos del aparato lagrimal,260,83,177,
2012,Externos,Alta Verapaz,Orzuelo y calacio,256,112,144,
2012,Externos,Alta Verapaz,"Menstruación excesiva, frecuente e irregular",247,,247,
2012,Externos,Alta Verapaz,Otros trastornos del ojo y sus anexos,236,121,114,1
2012,Externos,Alta Verapaz,Cuerpo extraño en parte externa del ojo,228,185,43,
2012,Externos,Alta Verapaz,Bronquitis aguda,206,118,87,1
2012,Externos,Alta Verapaz,Otitis media supurativa y la no especificada,202,129,73,
2012,Externos,Alta Verapaz,Glaucoma,190,68,122,
2012,Externos,Alta Verapaz,Traumatismo del ojo y de la órbita,176,137,39,
2012,Externos,Alta Verapaz,Examen general e investigación de personas sin quejas o sin diagnóstico informado,170,85,85,
2012,Externos,Alta Verapaz,Otras cataratas,168,86,79,3
2012,Externos,Alta Verapaz,Rinofaringitis aguda [resfriado común],168,84,84,
2012,Externos,Alta Verapaz,"Neumonía, organismo no especificado",168,91,77,
2012,Externos,Alta Verapaz,Presencia de otros implantes funcionales,168,61,107,
2012,Externos,Alta Verapaz,Queratitis,152,100,52,
2012,Externos,Alta Verapaz,"Diabetes mellitus, no especificada",137,49,87,1
2012,Externos,Alta Verapaz,Amigdalitis aguda,134,83,51,
2012,Externos,Alta Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",639,364,273,2
2012,Externos,Alta Verapaz,Otras causas,4700,2161,2530,9
2012,Externos,Peten,Otros trastornos del sistema urinario,1833,537,1291,5
2012,Externos,Peten,"Estado de embarazo, incidental",668,,668,
2012,Externos,Peten,Amigdalitis aguda,461,278,181,2
2012,Externos,Peten,Supervisión de embarazo normal,392,,392,
2012,Externos,Peten,Atención para la anticoncepción,387,12,375,
2012,Externos,Peten,Diarrea y gastroenteritis de presunto origen infeccioso,379,221,157,1
2012,Externos,Peten,Otras anemias,317,144,172,1
2012,Externos,Peten,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,293,14,279,
2012,Externos,Peten,"Neumonía, organismo no especificado",291,164,127,
2012,Externos,Peten,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",250,130,120,
2012,Externos,Peten,Hipertensión esencial (primaria),225,82,142,1
2012,Externos,Peten,Gastritis y duodenitis,221,94,126,1
2012,Externos,Peten,Otras enfermedades del estómago y del duodeno,201,69,130,2
2012,Externos,Peten,Síndrome del colon irritable,188,42,146,
2012,Externos,Peten,"Diabetes mellitus, no especificada",153,51,101,1
2012,Externos,Peten,Colecistitis,131,24,107,
2012,Externos,Peten,Otitis media supurativa y la no especificada,128,62,66,
2012,Externos,Peten,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",122,60,62,
2012,Externos,Peten,Otros trastornos respiratorios,111,43,68,
2012,Externos,Peten,Dorsalgia,111,54,57,
2012,Externos,Peten,Otras afecciones inflamatorias de la vagina y de la vulva,104,,104,
2012,Externos,Peten,"Efectos adversos, no clasificados en otra parte",103,64,39,
2012,Externos,Peten,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",101,20,80,1
2012,Externos,Peten,Examen de pesquisa especial para tumores,99,,99,
2012,Externos,Peten,Otros estados postquirúrgicos,94,39,55,
2012,Externos,Peten,Rinofaringitis aguda [resfriado común],93,49,42,2
2012,Externos,Peten,Traumatismo de regiones no especificadas del cuerpo,88,46,42,
2012,Externos,Peten,"Parasitosis intestinal, sin otra especificación",87,53,34,
2012,Externos,Peten,Amebiasis,86,48,38,
2012,Externos,Peten,"Micosis, no especificada",86,51,35,
2012,Externos,Peten,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1409,753,654,2
2012,Externos,Peten,Otras causas,4797,2012,2778,7
2012,Externos,Izabal,Enfermedad inflamatoria del cuello uterino,1599,,1599,
2012,Externos,Izabal,"Estado de embarazo, incidental",717,,717,
2012,Externos,Izabal,Supervisión de embarazo normal,377,,377,
2012,Externos,Izabal,Hipertensión esencial (primaria),347,96,251,
2012,Externos,Izabal,Diarrea y gastroenteritis de presunto origen infeccioso,287,127,160,
2012,Externos,Izabal,"Diabetes mellitus, no especificada",285,68,217,
2012,Externos,Izabal,Otros trastornos del sistema urinario,280,42,238,
2012,Externos,Izabal,Otras afecciones inflamatorias de la vagina y de la vulva,251,,251,
2012,Externos,Izabal,Síndrome del colon irritable,247,44,203,
2012,Externos,Izabal,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,188,4,182,2
2012,Externos,Izabal,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",166,59,107,
2012,Externos,Izabal,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",144,72,70,2
2012,Externos,Izabal,Otras enfermedades del estómago y del duodeno,135,40,95,
2012,Externos,Izabal,Candidiasis,130,2,122,6
2012,Externos,Izabal,Otros trastornos de ansiedad,130,33,97,
2012,Externos,Izabal,Amigdalitis aguda,108,44,64,
2012,Externos,Izabal,Fiebre del dengue [dengue clásico],106,53,53,
2012,Externos,Izabal,"Menstruación excesiva, frecuente e irregular",97,,97,
2012,Externos,Izabal,Otras anemias,86,23,63,
2012,Externos,Izabal,"Bronquitis, no especificada como aguda o crónica",83,28,55,
2012,Externos,Izabal,Otras artritis,82,24,58,
2012,Externos,Izabal,Dorsalgia,77,29,48,
2012,Externos,Izabal,Otros estados postquirúrgicos,75,5,69,1
2012,Externos,Izabal,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",71,17,54,
2012,Externos,Izabal,"Menstruación ausente, escasa o rara",71,,71,
2012,Externos,Izabal,Otros trastornos de la conjuntiva,68,36,32,
2012,Externos,Izabal,Trastornos del metabolismo de las lipoproteínas y otras lipidemias,61,19,42,
2012,Externos,Izabal,Otitis media supurativa y la no especificada,59,32,27,
